date|time|dskreads|pagreads|bufreads|rcached|dskwrits|pagwrits|bufwrits|wcached|isamtot|open|start|read|write|rewrite|delete|commit|rollbk|gp_read|gp_write|gp_rewrt|gp_del|gp_alloc|gp_free|gp_curs|ovlock|ovuserthread|ovbuff|usercpu|syscpu|numckpts|flushes|bufwaits|lokwaits|lockreqs|deadlks|dltouts|ckpwaits|compress|seqscans|ixdaRA|idxRA|daRA|RApgsused|lchwaits|sessions|activelocks|pbuffer|pbufused|pbufsize|pnumpages|pnumwrits|ppagesio|pphybegin|pphysize|pphypos|pphyused|pphypcnt|lbuffer|lbufused|lbufsize|lnumrecs|lnumpages|lnumwrits|lrecspages|lpagesio|lsubsystem|lsnumrecs|lsspaceused|lltotalsize|lltotalused|shmtotal|blkused|blkfree|threadrea|threadwai|threadsle|netaccept|netreject|netread|netwrite|sdeclient|buffdirty|bufftotal|ckptreq|user1|sys1|total1|user2|sys2|total2|user3|sys3|total3|user4|sys4|total4|user5|sys5|total5|user6|sys6|total6|user7|sys7|total7|user8|sys8|total8|user9|sys9|total9|user10|sys10|total10|user11|sys11|total11|user12|sys12|total12|user13|sys13|total13|user14|sys14|total14|user15|sys15|total15|user16|sys16|total16|user17|sys17|total17|
26/10/18|00:01:01|260808253|5624692777|565297060789|99.95|410666399|3038692292|8057968732|95.06|689103860272|16028670186|14739004867|93607342358|2256934830|291789785|411210710|297120900|3181000|0|0|0|0|0|0|0|0|0|0|1896177.89|160983.30|13047|56756|19458177|23765570|1358680965656|12429|0|54752|86990615|14017208459|2633580|208753943|60420670|270|110246568|1229|1318|P-1|122|256|628562906|2457098|255.82|2:53|1023947|950928|253962|24.80|L-2|0|256|6842347876|403018403|69928045|17.0|5.8|OLDRSAM|6842163897|730109714996|4080000|15977|101201289216|24007733|699613|0|1335|49|1376260|176|-1914508582|-1817378663|1|99|100000|0|276009.73|31186.43|307196.16|265547.26|27789.88|293337.14|292748.75|25804.46|318553.21|246519.21|27076.97|273596.18|241151.84|28900.19|270052.03|33964.59|2547.71|36512.30|22756.62|2043.18|24799.80|39814.84|924.43|40739.27|31705.81|764.48|32470.29|25928.33|648.64|26576.97|21777.37|567.57|22344.94|19003.79|534.43|19538.22|16572.97|505.78|17078.75|15359.62|461.42|15821.04|14090.22|475.46|14565.68|13663.93|430.87|14094.80|13107.64|452.77|13560.41|
26/10/18|00:01:58|260809276|5624909840|565370421581|99.95|410686858|3038831676|8058096706|95.06|689182690948|16029605887|14739439181|93610973855|2256955199|291796949|411216597|297131240|3181033|0|0|0|0|0|0|0|0|0|0|1896332.12|160988.69|13048|56764|19458250|23766153|1358846444167|12429|0|54754|86991533|14017629583|2633641|208753943|60420670|270|110246585|1225|1262|P-1|42|256|628605586|2457270|255.81|2:53|1023947|993870|41159|4.02|L-1|92|256|6842504622|403026610|69928085|17.0|5.8|OLDRSAM|6842320642|730125854236|4080000|23726|101201289216|24009658|697688|0|1329|49|1376291|176|-1914199556|-1817066452|1|41|100000|0|276029.79|31187.12|307216.91|265569.62|27791.32|293360.94|292772.73|25805.55|318578.28|246537.98|27077.57|273615.55|241169.41|28900.66|270070.07|33967.88|2547.86|36515.74|22758.00|2043.28|24801.28|39818.84|924.49|40743.33|31707.74|764.52|32472.26|25930.28|648.67|26578.95|21778.55|567.60|22346.15|19004.08|534.47|19538.55|16573.43|505.81|17079.24|15361.89|461.44|15823.33|14091.25|475.47|14566.72|13664.88|430.89|14095.77|13109.20|452.80|13562.00|
26/10/18|00:02:56|260811320|5625163504|565446166625|99.95|410690817|3038903930|8058262028|95.06|689266555338|16030462304|14740051728|93616254793|2256984714|291804591|411222285|297142438|3181074|0|0|0|0|0|0|0|0|0|0|1896487.05|160994.28|13048|56764|19458335|23767209|1359010382304|12429|0|54754|86992900|14018206458|2633802|208753943|60420670|270|110246637|1197|1299|P-2|22|256|628619552|2457324|255.81|2:53|1023947|1008609|55878|5.46|L-2|34|256|6842734005|403038589|69928141|17.0|5.8|OLDRSAM|6842550025|730148448152|4080000|36498|101201289216|23997147|710199|0|1304|49|1376312|176|-1913839762|-1816698884|1|57|100000|0|276050.18|31187.95|307238.13|265590.40|27792.86|293383.26|292796.81|25806.52|318603.33|246557.05|27078.37|273635.42|241186.32|28901.21|270087.53|33971.90|2548.01|36519.91|22760.01|2043.37|24803.38|39822.03|924.54|40746.57|31710.83|764.55|32475.38|25932.31|648.71|26581.02|21779.82|567.62|22347.44|19006.27|534.49|19540.76|16575.39|505.84|17081.23|15362.36|461.45|15823.81|14092.44|475.49|14567.93|13666.30|430.91|14097.21|13110.71|452.81|13563.52|
26/10/18|00:03:53|260811519|5625178128|565507007321|99.95|410692733|3038931570|8058379853|95.06|689331112955|16031157115|14740551199|93619538289|2257005462|291810503|411227621|297151403|3181124|0|0|0|0|0|0|0|0|0|0|1896609.87|160998.99|13048|56764|19458403|23767875|1359150264615|12429|0|54754|86993646|14018691582|2634015|208753943|60420670|270|110246653|1197|1227|P-1|10|256|628625232|2457346|255.81|2:53|1023947|1014028|61285|5.99|L-3|2|256|6842876118|403044978|69928176|17.0|5.8|OLDRSAM|6842692138|730162747700|4080000|42350|101201289216|23997606|709740|0|1302|49|1376322|176|-1913531053|-1816388795|1|58|100000|0|276067.28|31188.47|307255.75|265610.82|27794.51|293405.33|292813.58|25807.25|318620.83|246571.88|27079.04|273650.92|241202.86|28901.81|270104.67|33973.11|2548.06|36521.17|22760.59|2043.41|24804.00|39824.91|924.55|40749.46|31711.30|764.56|32475.86|25932.85|648.72|26581.57|21781.17|567.62|22348.79|19006.69|534.50|19541.19|16575.46|505.85|17081.31|15363.95|461.47|15825.42|14094.74|475.49|14570.23|13668.55|430.93|14099.48|13112.06|452.82|13564.88|
26/10/18|00:04:50|260812643|5625414749|565570167020|99.95|410696457|3038974808|8058507962|95.06|689399095514|16032053034|14741106472|93623314012|2257027664|291818128|411233449|297162310|3181180|0|0|0|0|0|0|0|0|0|0|1896742.10|161006.97|13048|56764|19458446|23768409|1359296063352|12429|0|54754|86994394|14019217354|2634103|208753943|60420670|270|110246667|1196|1227|P-1|146|256|628632354|2457374|255.81|2:53|1023947|1020638|68031|6.64|L-2|34|256|6843044028|403053952|69928222|17.0|5.8|OLDRSAM|6842860048|730180373832|4080000|50812|101201289216|23993258|714088|0|1299|49|1376341|176|-1913188987|-1816043561|1|68|100000|0|276085.17|31189.50|307274.67|265628.73|27796.14|293424.87|292833.14|25808.24|318641.38|246589.04|27080.62|273669.66|241220.96|28902.73|270123.69|33974.84|2548.29|36523.13|22761.20|2043.47|24804.67|39827.79|924.58|40752.37|31712.22|764.66|32476.88|25935.35|649.10|26584.45|21782.91|567.65|22350.56|19007.66|534.52|19542.18|16576.20|506.07|17082.27|15364.54|461.50|15826.04|14095.29|475.51|14570.80|13669.32|430.94|14100.26|13112.35|452.85|13565.20|
26/10/18|00:05:48|260813870|5625477842|565636916014|99.95|410703751|3039057402|8058609746|95.06|689472785760|16032826892|14741606480|93628443316|2257045228|291824912|411238908|297171841|3181245|0|0|0|0|0|0|0|0|0|0|1896874.50|161011.40|13048|56764|19458482|23768898|1359444717032|12429|0|54754|86995195|14019707192|2634191|208753943|60420670|270|110246692|1195|1226|P-2|178|256|628641187|2457409|255.81|2:53|1023947|5217|76589|7.48|L-3|184|256|6843184099|403061244|69928256|17.0|5.8|OLDRSAM|6843000119|730195402816|4080000|58104|101201289216|23995140|712206|0|1299|49|1376354|176|-1912887402|-1815735654|1|68|100000|0|276104.12|31190.05|307294.17|265649.08|27797.55|293446.63|292852.18|25809.03|318661.21|246606.37|27081.21|273687.58|241237.93|28903.47|270141.40|33977.00|2548.36|36525.36|22762.09|2043.50|24805.59|39829.09|924.60|40753.69|31714.52|764.67|32479.19|25935.99|649.12|26585.11|21783.68|567.66|22351.34|19008.29|534.53|19542.82|16576.30|506.09|17082.39|15366.00|461.51|15827.51|14095.67|475.52|14571.19|13669.87|430.96|14100.83|13113.65|452.85|13566.50|
26/10/18|00:06:45|260814989|5625756669|565698381623|99.95|410717873|3039158941|8058708460|95.06|689539812245|16033868995|14742014809|93631922881|2257058986|291831569|411245140|297182150|3181294|0|0|0|0|0|0|0|0|0|0|1896999.59|161016.56|13049|56768|19458517|23769110|1359585830361|12429|0|54756|86996082|14020105615|2634404|208753943|60420670|270|110246707|1195|1227|P-2|60|256|628671652|2457530|255.81|2:53|1023947|36198|27009|2.64|L-1|235|256|6843315879|403067687|69928292|17.0|5.8|OLDRSAM|6843131898|730209013184|4080000|65053|101201289216|23995356|711990|0|1300|49|1376412|176|-1912554607|-1815397119|1|35|100000|0|276119.84|31190.70|307310.54|265668.96|27799.42|293468.38|292872.80|25810.30|318683.10|246620.28|27081.62|273701.90|241251.53|28903.71|270155.24|33979.00|2548.44|36527.44|22762.67|2043.55|24806.22|39830.50|924.64|40755.14|31714.86|764.70|32479.56|25936.34|649.15|26585.49|21784.62|567.67|22352.29|19008.82|534.56|19543.38|16576.68|506.12|17082.80|15366.45|461.53|15827.98|14097.32|475.55|14572.87|13670.66|430.98|14101.64|13114.61|452.88|13567.49|
26/10/18|00:07:42|260816395|5625972033|565762506301|99.95|410723845|3039270626|8059179314|95.06|689613160207|16034942383|14743149956|93636412822|2257150650|291844793|411250635|297202450|3181356|0|0|0|0|0|0|0|0|0|0|1897153.32|161025.47|13049|56768|19458860|23772686|1359731358584|12429|0|54756|86998756|14021188070|2634489|208753943|60420670|270|110246722|1195|1294|P-1|118|256|628706808|2457666|255.81|2:53|1023947|71520|62389|6.09|L-1|174|256|6843937326|403097034|69928435|17.0|5.8|OLDRSAM|6843753345|730268696364|4080000|96715|101201289216|24000341|707005|0|1303|49|1376449|176|-1911935977|-1814771802|1|51|100000|0|276140.34|31192.37|307332.71|265690.18|27801.52|293491.70|292897.78|25811.97|318709.75|246639.62|27083.31|273722.93|241271.55|28904.57|270176.12|33982.30|2548.65|36530.95|22764.27|2043.67|24807.94|39832.47|924.69|40757.16|31717.60|764.73|32482.33|25938.37|649.18|26587.55|21786.57|567.70|22354.27|19011.25|534.58|19545.83|16578.21|506.14|17084.35|15367.63|461.55|15829.18|14098.08|475.57|14573.65|13671.77|430.99|14102.76|13116.66|452.90|13569.56|
26/10/18|00:08:40|260817699|5626016861|565830634062|99.95|410731934|3039371700|8059540899|95.06|689691109383|16035776554|14744124466|93642182370|2257221959|291855458|411255521|297218450|3181401|0|0|0|0|0|0|0|0|0|0|1897303.11|161032.84|13049|56768|19459118|23775406|1359879964543|12429|0|54756|87000900|14022122320|2634619|208753943|60420670|270|110246740|1193|1224|P-2|36|256|628718015|2457710|255.81|2:53|1023947|82559|73346|7.16|L-1|201|256|6844368115|403118145|69928540|17.0|5.8|OLDRSAM|6844184134|730310415316|4080000|115351|101201289216|24001231|706115|0|1300|48|1376463|176|-1911465816|-1814293910|1|65|100000|0|276160.75|31193.75|307354.50|265710.24|27803.18|293513.42|292919.55|25813.36|318732.91|246657.54|27084.49|273742.03|241287.39|28905.12|270192.51|33985.14|2548.79|36533.93|22765.51|2043.75|24809.26|39834.32|924.73|40759.05|31719.92|764.74|32484.66|25939.75|649.20|26588.95|21787.35|567.73|22355.08|19012.14|534.59|19546.73|16578.70|506.16|17084.86|15369.54|461.57|15831.11|14100.36|475.58|14575.94|13673.40|431.01|14104.41|13118.06|452.91|13570.97|
26/10/18|00:09:37|260818796|5626238081|565892502842|99.95|410736553|3039424006|8059712125|95.06|689758321074|16036663015|14744734788|93645730399|2257252926|291863323|411261160|297229923|3181487|0|0|0|0|0|0|0|0|0|0|1897434.65|161038.12|13049|56768|19459210|23776487|1360022169283|12429|0|54756|87002208|14022712909|2634791|208753943|60420670|270|110246759|1192|1223|P-1|44|256|628725016|2457738|255.81|2:53|1023947|89302|80097|7.82|L-3|163|256|6844590744|403129468|69928595|17.0|5.8|OLDRSAM|6844406763|730332973172|4080000|126328|101201289216|23993450|713896|0|1298|49|1376483|176|-1911096692|-1813921953|1|68|100000|0|276183.72|31194.96|307378.68|265729.41|27804.80|293534.21|292938.38|25814.09|318752.47|246673.03|27085.22|273758.25|241302.09|28905.63|270207.72|33987.14|2548.86|36536.00|22766.45|2043.81|24810.26|39835.63|924.75|40760.38|31721.56|764.75|32486.31|25940.87|649.21|26590.08|21788.30|567.74|22356.04|19012.75|534.60|19547.35|16579.34|506.17|17085.51|15370.01|461.57|15831.58|14101.63|475.59|14577.22|13675.46|431.02|14106.48|13118.83|452.92|13571.75|
