date|time|dskreads|pagreads|bufreads|rcached|dskwrits|pagwrits|bufwrits|wcached|isamtot|open|start|read|write|rewrite|delete|commit|rollbk|gp_read|gp_write|gp_rewrt|gp_del|gp_alloc|gp_free|gp_curs|ovlock|ovuserthread|ovbuff|usercpu|syscpu|numckpts|flushes|bufwaits|lokwaits|lockreqs|deadlks|dltouts|ckpwaits|compress|seqscans|ixdaRA|idxRA|daRA|RApgsused|lchwaits|sessions|activelocks|pbuffer|pbufused|pbufsize|pnumpages|pnumwrits|ppagesio|pphybegin|pphysize|pphypos|pphyused|pphypcnt|lbuffer|lbufused|lbufsize|lnumrecs|lnumpages|lnumwrits|lrecspages|lpagesio|lsubsystem|lsnumrecs|lsspaceused|lltotalsize|lltotalused|shmtotal|blkused|blkfree|threadrea|threadwai|threadsle|netaccept|netreject|netread|netwrite|sdeclient|buffdirty|bufftotal|ckptreq|user1|sys1|total1|user2|sys2|total2|user3|sys3|total3|user4|sys4|total4|user5|sys5|total5|user6|sys6|total6|user7|sys7|total7|user8|sys8|total8|user9|sys9|total9|user10|sys10|total10|user11|sys11|total11|user12|sys12|total12|user13|sys13|total13|user14|sys14|total14|user15|sys15|total15|user16|sys16|total16|user17|sys17|total17|
12/09/18|09:17:01|4384375|103419489|33977959788|99.99|35562030|213839263|327400396|89.28|99486072440|9197758545|6679543614|12807357226|51367004|30579055|4477975|31633550|6002|0|0|0|0|0|0|0|0|0|0|370899.82|42466.03|3994|16140|2537691|291751|50086517617|0|0|4560|4503418|3647554857|20329|27877085|29398|2|51767|773|793|P-2|88|256|15217451|74613|203.95|2:53|1023947|239426|2704|0.26|L-2|0|256|378121508|21951787|11893632|17.2|1.8|OLDRSAM|378032995|30495925768|4080000|2673|86374424576|19361634|1725872|0|890|60|4071281|240|1084158827|1080869619|1|27|295|25|251|100000|2000000|4000000|2000000|0|37330.91|7108.81|44439.72|38584.99|7454.63|46039.62|35407.43|6837.98|42245.41|35553.74|6915.51|42469.25|36215.80|7258.52|43474.32|4564.85|410.07|4974.92|3884.45|359.95|4244.40|14768.77|293.79|15062.56|13484.32|265.14|13749.46|14825.54|245.36|15070.90|12396.47|222.42|12618.89|9532.86|205.83|9738.69|7851.71|188.13|8039.84|6443.84|180.87|6624.71|5098.28|178.74|5277.02|4244.72|175.48|4420.20|3358.46|165.56|3524.02|
12/09/18|09:17:56|4384376|103419505|33978767533|99.99|35562041|213839273|327402811|89.28|99488644015|9197844358|6680054886|12807970023|51367127|30580267|4477976|31633561|6002|0|0|0|0|0|0|0|0|0|0|370915.40|42468.01|3994|16140|2537691|291751|50087833519|0|0|4560|4503514|3647833545|20329|27877085|29398|2|51767|766|787|P-2|120|256|15217451|74613|203.95|2:53|1023947|239426|2736|0.27|L-3|0|256|378121572|21951798|11893643|17.2|1.8|OLDRSAM|378033059|30495931580|4080000|2683|86374424576|19360933|1726573|0|884|60|4071572|240|1084201798|1080912428|1|27|299|25|254|100000|2000000|4000000|2000000|0|37331.98|7109.09|44441.07|38586.08|7454.87|46040.95|35409.01|6838.36|42247.37|35555.15|6915.88|42471.03|36217.27|7258.93|43476.20|4564.90|410.08|4974.98|3884.48|359.96|4244.44|14768.96|293.80|15062.76|13484.38|265.15|13749.53|14825.56|245.36|15070.92|12396.98|222.43|12619.41|9532.98|205.83|9738.81|7852.69|188.13|8040.82|6444.30|180.88|6625.18|5098.79|178.75|5277.54|4244.89|175.49|4420.38|3358.49|165.57|3524.06|
12/09/18|09:18:51|4384385|103419539|33979623006|99.99|35562089|213840108|327405637|89.28|99491466497|9197962502|6680596129|12808616964|51367280|30581596|4477994|31633606|6002|0|0|0|0|0|0|0|0|0|0|370931.66|42470.08|3994|16140|2537691|291751|50089219727|0|0|4560|4503600|3648129089|20329|27877085|29398|2|51767|766|785|P-1|124|256|15218231|74616|203.95|2:53|1023947|240206|3520|0.34|L-3|0|256|378122112|21951853|11893688|17.2|1.8|OLDRSAM|378033599|30495977036|4080000|2738|86374424576|19367602|1719904|0|883|60|4071870|240|1084250779|1080961227|1|27|376|63|319|100000|2000000|4000000|2000000|0|37333.51|7109.55|44443.06|38587.10|7455.08|46042.18|35409.82|6838.51|42248.33|35557.37|6916.50|42473.87|36218.51|7259.23|43477.74|4564.94|410.09|4975.03|3884.50|359.97|4244.47|14769.02|293.81|15062.83|13484.43|265.15|13749.58|14825.59|245.36|15070.95|12397.06|222.43|12619.49|9533.00|205.83|9738.83|7852.73|188.13|8040.86|6445.43|180.88|6626.31|5099.67|178.76|5278.43|4245.87|175.50|4421.37|3358.61|165.59|3524.20|
12/09/18|09:19:46|4384387|103419548|33980452431|99.99|35563345|213849944|327408498|89.28|99493939766|9198024813|6681105380|12809234802|51367396|30582811|4477994|31633622|6002|0|0|0|0|0|0|0|0|0|0|370947.21|42471.99|3995|16144|2537691|291751|50090419316|0|0|4560|4503684|3648403548|20329|27877085|29398|2|51767|765|786|P-1|100|256|15221398|74630|203.96|2:53|1023947|243373|1420|0.14|L-3|0|256|378122197|21951871|11893706|17.2|1.8|OLDRSAM|378033683|30495985652|4080000|2756|86374424576|19367756|1719750|0|884|60|4072159|240|1084292828|1081003086|1|26|23|0|9|100000|2000000|4000000|2000000|0|37335.32|7110.03|44445.35|38588.18|7455.38|46043.56|35411.20|6838.80|42250.00|35558.13|6916.71|42474.84|36219.92|7259.58|43479.50|4564.95|410.10|4975.05|3884.51|359.98|4244.49|14769.88|293.82|15063.70|13485.07|265.16|13750.23|14825.82|245.37|15071.19|12397.08|222.44|12619.52|9533.37|205.84|9739.21|7852.75|188.14|8040.89|6446.29|180.88|6627.17|5099.90|178.77|5278.67|4246.37|175.50|4421.87|3358.75|165.60|3524.35|
12/09/18|09:20:42|4384391|103419576|33981268204|99.99|35563362|213850733|327410968|89.28|99496464101|9198103835|6681612215|12809843084|51367537|30584021|4477998|31633636|6002|0|0|0|0|0|0|0|0|0|0|370963.99|42473.88|3995|16144|2537691|291751|50091599469|0|0|4560|4503774|3648677856|20329|27877085|29398|2|51767|766|786|P-2|70|256|15222168|74633|203.96|2:53|1023947|244143|2160|0.21|L-3|0|256|378122400|21951890|11893720|17.2|1.8|OLDRSAM|378033886|30496003344|4080000|2776|86374424576|19370935|1716571|0|884|60|4072446|240|1084337983|1081048080|1|27|66|25|81|100000|2000000|4000000|2000000|0|37336.41|7110.29|44446.70|38589.55|7455.73|46045.28|35413.36|6839.36|42252.72|35558.70|6916.84|42475.54|36220.94|7259.87|43480.81|4564.98|410.11|4975.09|3884.53|359.99|4244.52|14769.97|293.83|15063.80|13486.71|265.17|13751.88|14825.89|245.38|15071.27|12397.39|222.45|12619.84|9533.65|205.84|9739.49|7853.35|188.14|8041.49|6446.31|180.89|6627.20|5100.39|178.78|5279.17|4247.31|175.51|4422.82|3359.30|165.61|3524.91|
12/09/18|09:21:37|4384396|103420088|33982112551|99.99|35563371|213850742|327413325|89.28|99499086989|9198175838|6682151154|12810483169|51367657|30585293|4477998|31633645|6002|0|0|0|0|0|0|0|0|0|0|370976.61|42475.75|3995|16144|2537691|291751|50092857841|0|0|4560|4503864|3648970692|20329|27877085|29398|2|51767|778|802|P-2|70|256|15222168|74633|203.96|2:53|1023947|244143|2160|0.21|L-2|0|256|378122440|21951899|11893729|17.2|1.8|OLDRSAM|378033926|30496007416|4080000|2784|86374424576|19372531|1714975|0|900|60|4072754|240|1084382989|1081092866|1|27|66|25|82|100000|2000000|4000000|2000000|0|37337.06|7110.45|44447.51|38591.30|7456.18|46047.48|35415.08|6839.82|42254.90|35559.30|6916.96|42476.26|36222.32|7260.24|43482.56|4564.99|410.11|4975.10|3884.54|360.00|4244.54|14770.07|293.84|15063.91|13486.76|265.17|13751.93|14825.93|245.39|15071.32|12397.43|222.46|12619.89|9533.68|205.85|9739.53|7853.54|188.14|8041.68|6446.62|180.90|6627.52|5100.42|178.80|5279.22|4247.83|175.52|4423.35|3359.40|165.62|3525.02|
12/09/18|09:22:32|4384396|103420088|33982915760|99.99|35563388|213850760|327415425|89.28|99501546525|9198239191|6682658253|12811089956|51367757|30586509|4477998|31633662|6002|0|0|0|0|0|0|0|0|0|0|370988.16|42477.62|3995|16144|2537691|291751|50094024034|0|0|4560|4503936|3649246126|20329|27877085|29398|2|51767|766|787|P-2|86|256|15222168|74633|203.96|2:53|1023947|244143|2176|0.21|L-2|0|256|378122526|21951916|11893746|17.2|1.8|OLDRSAM|378034012|30496016340|4080000|2802|86374424576|19372394|1715112|0|883|60|4073046|240|1084425571|1081135314|1|26|74|25|82|100000|2000000|4000000|2000000|0|37338.38|7110.82|44449.20|38591.93|7456.27|46048.20|35415.95|6840.03|42255.98|35562.10|6917.77|42479.87|36222.88|7260.38|43483.26|4565.01|410.12|4975.13|3884.55|360.01|4244.56|14770.91|293.84|15064.75|13487.32|265.18|13752.50|14825.98|245.40|15071.38|12397.46|222.47|12619.93|9533.70|205.86|9739.56|7853.58|188.15|8041.73|6446.73|180.91|6627.64|5100.44|178.81|5279.25|4247.85|175.52|4423.37|3359.52|165.63|3525.15|
12/09/18|09:23:28|4384397|103420090|33983799876|99.99|35563437|213852888|327418669|89.28|99504284380|9198328242|6683204241|12811751378|51367986|30587818|4478015|31633703|6002|0|0|0|0|0|0|0|0|0|0|371001.02|42479.58|3995|16144|2537691|291753|50095376578|0|0|4560|4504034|3649542152|20329|27877085|29398|2|51767|765|787|P-2|156|256|15224242|74641|203.97|2:53|1023947|246217|4320|0.42|L-3|0|256|378123283|21951971|11893787|17.2|1.8|OLDRSAM|378034769|30496075572|4080000|2856|86374424576|19374996|1712510|0|884|60|4073339|240|1084471170|1081180769|1|26|298|50|280|100000|2000000|4000000|2000000|0|37339.83|7111.24|44451.07|38594.47|7456.96|46051.43|35416.50|6840.18|42256.68|35562.58|6917.88|42480.46|36224.10|7260.69|43484.79|4565.02|410.13|4975.15|3884.57|360.01|4244.58|14772.59|293.85|15066.44|13487.34|265.18|13752.52|14826.29|245.41|15071.70|12397.49|222.48|12619.97|9533.75|205.86|9739.61|7853.87|188.16|8042.03|6447.37|180.91|6628.28|5100.59|178.82|5279.41|4248.26|175.53|4423.79|3359.68|165.64|3525.32|
12/09/18|09:24:23|4384404|103420128|33984643171|99.99|35564553|213862013|327421692|89.28|99506853325|9198397026|6683729084|12812381562|51368126|30589080|4478016|31633734|6002|0|0|0|0|0|0|0|0|0|0|371013.32|42481.50|3996|16148|2537691|291753|50096587097|0|0|4560|4504130|3649827364|20329|27877085|29398|2|51767|765|787|P-1|214|256|15227329|74654|203.97|2:53|1023947|249304|1512|0.15|L-3|0|256|378123453|21952004|11893820|17.2|1.8|OLDRSAM|378034938|30496092144|4080000|2889|86374424576|19376681|1710825|0|885|60|4073631|240|1084513908|1081223385|1|26|46|0|19|100000|2000000|4000000|2000000|0|37342.38|7111.86|44454.24|38595.61|7457.26|46052.87|35417.49|6840.40|42257.89|35563.05|6917.98|42481.03|36225.20|7260.97|43486.17|4565.07|410.15|4975.22|3884.58|360.02|4244.60|14772.73|293.87|15066.60|13487.79|265.19|13752.98|14827.33|245.42|15072.75|12397.53|222.49|12620.02|9533.95|205.88|9739.83|7854.17|188.17|8042.34|6447.83|180.92|6628.75|5100.90|178.84|5279.74|4248.70|175.55|4424.25|3359.72|165.65|3525.37|
12/09/18|09:25:18|4384423|103422202|33985476751|99.99|35564622|213865201|327424951|89.28|99509529616|9198503695|6684242224|12813002192|51368358|30590325|4478044|31633791|6002|0|0|0|0|0|0|0|0|0|0|371025.95|42483.40|3996|16148|2537691|291755|50097947447|0|0|4560|4504215|3650107131|20329|27877085|29398|2|51767|765|787|P-1|10|256|15230441|74666|203.98|2:53|1023947|252416|4420|0.43|L-3|0|256|378124454|21952080|11893877|17.2|1.8|OLDRSAM|378035939|30496170592|4080000|2965|86374424576|19380497|1707009|0|883|60|4073932|240|1084562685|1081271989|1|26|323|47|290|100000|2000000|4000000|2000000|0|37344.27|7112.28|44456.55|38597.57|7457.84|46055.41|35418.44|6840.64|42259.08|35563.98|6918.16|42482.14|36226.01|7261.13|43487.14|4565.09|410.15|4975.24|3884.59|360.03|4244.62|14773.07|293.88|15066.95|13488.76|265.20|13753.96|14828.10|245.43|15073.53|12397.95|222.50|12620.45|9534.16|205.88|9740.04|7854.35|188.19|8042.54|6447.92|180.93|6628.85|5100.93|178.85|5279.78|4248.72|175.56|4424.28|3359.95|165.66|3525.61|
