date|time|dskreads|pagreads|bufreads|rcached|dskwrits|pagwrits|bufwrits|wcached|isamtot|open|start|read|write|rewrite|delete|commit|rollbk|gp_read|gp_write|gp_rewrt|gp_del|gp_alloc|gp_free|gp_curs|ovlock|ovuserthread|ovbuff|usercpu|syscpu|numckpts|flushes|bufwaits|lokwaits|lockreqs|deadlks|dltouts|ckpwaits|compress|seqscans|ixdaRA|idxRA|daRA|RApgsused|lchwaits|sessions|activelocks|pbuffer|pbufused|pbufsize|pnumpages|pnumwrits|ppagesio|pphybegin|pphysize|pphypos|pphyused|pphypcnt|lbuffer|lbufused|lbufsize|lnumrecs|lnumpages|lnumwrits|lrecspages|lpagesio|lsubsystem|lsnumrecs|lsspaceused|lltotalsize|lltotalused|shmtotal|blkused|blkfree|threadrea|threadwai|threadsle|threadact|netaccept|netreject|netread|netwrite|sdeclient|buffdirty|bufftotal|ckptreq|user1|sys1|total1|user2|sys2|total2|user3|sys3|total3|user4|sys4|total4|user5|sys5|total5|user6|sys6|total6|user7|sys7|total7|user8|sys8|total8|user9|sys9|total9|user10|sys10|total10|user11|sys11|total11|user12|sys12|total12|user13|sys13|total13|user14|sys14|total14|user15|sys15|total15|user16|sys16|total16|user17|sys17|total17|
25/09/18|00:10:17|822831804|2055094810|144727013329|99.43|91731774|343479321|1804688705|94.94|137332702587|740709427|347623439|23347815371|263655232|148083961|88026708|201897295|19106232|0|0|0|0|0|0|0|0|0|0|713671.63|123284.72|1055|3408|2239874|5149392|263900891730|0|0|4643|29599085|35200794|178631634|149338891|577155519|41|747634078|558|589|P-1|208|256|50360219|249965|201.47|3:53|1023947|237242|66593|6.50|L-1|239|256|2339152872|100381631|507054|23.3|198.0|OLDRSAM|2339149301|202281854984|315000|1461|21710839808|3812316|1488182|1|641|44|7|395930|0|1531309102|1864313693|1|51|100000|0|51661.07|8669.65|60330.72|34836.20|6027.08|40863.28|85266.79|21812.41|107079.20|82963.47|18727.33|101690.80|80006.39|18301.47|98307.86|82751.02|19807.48|102558.50|80224.72|19027.73|99252.45|20213.11|1520.99|21734.10|16211.00|1103.83|17314.83|12716.34|807.71|13524.05|10177.89|596.50|10774.39|8718.80|472.61|9191.41|7879.99|397.87|8277.86|7381.53|361.54|7743.07|7266.02|345.10|7611.12|7219.39|334.67|7554.06|7209.76|332.21|7541.97|
25/09/18|00:11:12|823381958|2056283890|144775007452|99.43|91748396|343547480|1804941453|94.94|137380297815|740767597|347655947|23355980275|263689495|148109432|88039201|201938232|19106275|0|0|0|0|0|0|0|0|0|0|713881.34|123321.50|1056|3411|2240617|5150500|263970997936|0|0|4645|29601687|35207284|178801321|149390652|577591377|41|748134475|557|578|P-2|206|256|50379268|250042|201.48|3:53|1023947|256291|11497|1.12|L-1|157|256|2339521684|100398154|507143|23.3|198.0|OLDRSAM|2339518112|202315345920|315000|2472|21710839808|3806007|1494491|0|645|43|8|395945|0|1531613368|1864763142|1|22|100000|0|51678.09|8673.07|60351.16|34850.40|6029.99|40880.39|85285.90|21818.60|107104.50|82979.04|18731.30|101710.34|80024.88|18306.96|98331.84|82774.08|19814.37|102588.45|80240.41|19031.47|99271.88|20227.89|1521.76|21749.65|16222.67|1104.47|17327.14|12724.63|808.16|13532.79|10183.44|596.80|10780.24|8723.81|472.81|9196.62|7882.78|398.02|8280.80|7384.14|361.63|7745.77|7268.77|345.21|7613.98|7221.24|334.75|7555.99|7212.27|332.31|7544.58|
25/09/18|00:12:08|823864368|2057256455|144811642790|99.43|91762372|343605348|1805175772|94.94|137415305271|740821122|347684646|23363625394|263718025|148135293|88051991|201981887|19106305|0|0|0|0|0|0|0|0|0|0|714027.07|123342.74|1056|3411|2241212|5151244|264021424507|0|0|4645|29603869|35211778|178811941|149392742|578041805|41|748590466|557|574|P-2|40|256|50393730|250099|201.50|3:53|1023947|271521|26561|2.59|L-1|162|256|2339874438|100413048|507220|23.3|198.0|OLDRSAM|2339870866|202345121536|315000|2622|21710839808|3805963|1494535|0|646|42|8|395965|0|1531885453|1865080457|1|38|100000|0|51688.72|8674.82|60363.54|34857.98|6031.27|40889.25|85302.77|21823.24|107126.01|82989.23|18733.46|101722.69|80037.70|18309.57|98347.27|82791.90|19819.62|102611.52|80253.80|19033.67|99287.47|20235.12|1521.97|21757.09|16227.05|1104.62|17331.67|12727.54|808.27|13535.81|10185.83|596.84|10782.67|8727.05|472.85|9199.90|7884.49|398.05|8282.54|7387.55|361.69|7749.24|7270.51|345.25|7615.76|7222.55|334.78|7557.33|7214.02|332.36|7546.38|
25/09/18|00:13:03|824339616|2058288705|144843949184|99.43|91780616|343668606|1805422050|94.94|137445609759|740870807|347712899|23370946683|263750058|148160784|88064350|202023749|19106333|0|0|0|0|0|0|0|0|0|0|714170.47|123364.38|1056|3411|2242003|5152095|264066725937|0|0|4645|29606469|35217541|178812630|149392883|578476091|41|749016981|557|587|P-2|206|256|50404174|250144|201.50|3:53|1023947|281363|36571|3.57|L-3|37|256|2340235682|100429172|507299|23.3|198.0|OLDRSAM|2340232110|202377221508|315000|4002|21710839808|3807349|1493149|0|646|43|7|395981|0|1532181254|1865383872|1|42|100000|0|51700.68|8676.65|60377.33|34866.73|6032.56|40899.29|85321.98|21828.28|107150.26|83001.42|18735.80|101737.22|80050.06|18311.97|98362.03|82807.61|19824.15|102631.76|80269.19|19036.63|99305.82|20242.04|1522.23|21764.27|16232.04|1104.72|17336.76|12731.03|808.36|13539.39|10187.74|596.90|10784.64|8728.38|472.90|9201.28|7887.49|398.09|8285.58|7389.51|361.73|7751.24|7271.68|345.30|7616.98|7224.47|334.82|7559.29|7215.60|332.40|7548.00|
25/09/18|00:13:59|824744051|2059101941|144872186938|99.43|91794841|343718546|1805678793|94.94|137472653752|740933054|347746150|23377387996|263781786|148189728|88077061|202072514|19106381|0|0|0|0|0|0|0|0|0|0|714297.86|123384.53|1056|3411|2242682|5152858|264105732368|0|0|4645|29609067|35222264|178812684|149392978|578834322|41|749372418|557|587|P-2|180|256|50411717|250177|201.50|3:53|1023947|288740|43920|4.29|L-1|191|256|2340623320|100445217|507377|23.3|198.0|OLDRSAM|2340619748|202409744748|315000|4535|21710839808|3798040|1502458|0|643|43|10|396001|0|1532471551|1865681554|1|52|100000|0|51711.58|8678.32|60389.90|34873.29|6033.65|40906.94|85338.79|21833.12|107171.91|83010.61|18737.42|101748.03|80063.48|18314.69|98378.17|82821.58|19828.50|102650.08|80282.95|19039.19|99322.14|20247.23|1522.44|21769.67|16234.65|1104.86|17339.51|12732.86|808.45|13541.31|10189.69|596.95|10786.64|8729.70|472.95|9202.65|7889.87|398.13|8288.00|7390.98|361.76|7752.74|7273.09|345.33|7618.42|7225.37|334.85|7560.22|7217.72|332.45|7550.17|
25/09/18|00:14:55|825232281|2060156582|144907453848|99.43|91812432|343785062|1805983907|94.94|137506025750|741007031|347784113|23385503981|263824268|148216790|88090642|202117155|19106428|0|0|0|0|0|0|0|0|0|0|714453.79|123407.95|1056|3411|2243645|5154375|264153373616|0|0|4645|29611978|35229058|178813565|149393040|579293576|41|749835426|556|605|P-1|172|256|50424085|250229|201.51|3:53|1023947|301364|56536|5.52|L-2|87|256|2341057480|100464271|507471|23.3|198.0|OLDRSAM|2341053908|202448145400|315000|3589|21710839808|3805705|1494793|0|641|43|7|396020|0|1532792193|1866009896|1|53|100000|0|51724.78|8680.27|60405.05|34881.87|6034.94|40916.81|85358.61|21838.53|107197.14|83023.76|18739.81|101763.57|80077.09|18317.49|98394.58|82838.64|19833.63|102672.27|80299.69|19042.29|99341.98|20255.39|1522.69|21778.08|16241.61|1105.03|17346.64|12735.80|808.55|13544.35|10191.63|597.04|10788.67|8731.12|473.00|9204.12|7891.06|398.16|8289.22|7392.81|361.78|7754.59|7275.06|345.37|7620.43|7225.83|334.87|7560.70|7219.49|332.48|7551.97|
25/09/18|00:15:50|825675471|2061142284|144938509590|99.43|91833642|343860711|1806312526|94.94|137535535430|741082693|347824897|23392535543|263871293|148244989|88103689|202163963|19106458|0|0|0|0|0|0|0|0|0|0|714602.73|123431.97|1057|3414|2244566|5155960|264195158757|0|0|4654|29614799|35236254|178813634|149393130|579707640|41|750245739|557|576|P-1|180|256|50437276|250287|201.52|3:53|1023947|315067|2777|0.27|L-3|216|256|2341520463|100484540|507575|23.3|198.0|OLDRSAM|2341516890|202488961468|315000|4198|21710839808|3807755|1492743|0|640|43|9|396035|0|1533136479|1866362124|1|5|100000|0|51736.09|8682.14|60418.23|34889.35|6036.21|40925.56|85376.09|21843.90|107219.99|83037.01|18742.69|101779.70|80091.14|18320.68|98411.82|82854.45|19838.27|102692.72|80314.45|19045.45|99359.90|20262.00|1523.03|21785.03|16246.73|1105.22|17351.95|12739.38|808.67|13548.05|10193.47|597.12|10790.59|8733.19|473.06|9206.25|7892.85|398.23|8291.08|7394.35|361.83|7756.18|7277.29|345.41|7622.70|7227.76|334.91|7562.67|7220.34|332.51|7552.85|
25/09/18|00:16:46|826162276|2062118734|144973170237|99.43|91848443|343924753|1806552805|94.94|137569025993|741133491|347869797|23399659246|263903707|148270470|88115982|202203980|19106512|0|0|0|0|0|0|0|0|0|0|714759.29|123457.38|1057|3414|2245546|5157022|264244483148|0|0|4654|29617684|35242628|178876451|149403538|580080114|41|750692537|557|591|P-1|242|256|50455709|250359|201.53|3:53|1023947|333500|21272|2.08|L-3|58|256|2341876184|100500415|507662|23.3|198.0|OLDRSAM|2341872611|202521189072|315000|0|21710839808|3808275|1492223|1|639|43|10|396052|0|1533433223|1866703696|1|31|100000|0|51748.64|8684.32|60432.96|34899.19|6037.81|40937.00|85393.09|21849.25|107242.34|83049.00|18744.94|101793.94|80108.37|18324.84|98433.21|82870.42|19842.83|102713.25|80328.87|19048.31|99377.18|20269.52|1523.44|21792.96|16251.32|1105.53|17356.85|12743.27|808.89|13552.16|10195.92|597.29|10793.21|8735.29|473.17|9208.46|7895.23|398.29|8293.52|7395.92|361.90|7757.82|7278.20|345.46|7623.66|7228.91|334.98|7563.89|7221.52|332.59|7554.11|
25/09/18|00:17:41|826759231|2063415158|145014455045|99.43|91867925|343995291|1806817080|94.94|137610026069|741196267|347919479|23407372580|263936151|148296105|88130211|202249351|19106566|0|0|0|0|0|0|0|0|0|0|714933.09|123487.66|1057|3414|2245901|5157811|264304555079|0|0|4654|29620137|35247793|179025656|149428943|580451855|41|751229692|555|587|P-1|246|256|50472119|250427|201.54|3:53|1023947|349142|36918|3.61|L-2|129|256|2342260076|100516701|507746|23.3|198.0|OLDRSAM|2342256503|202553759220|315000|1275|21710839808|3809818|1490680|0|640|43|12|396065|0|1533727052|1867097754|1|37|100000|0|51762.83|8687.11|60449.94|34910.91|6040.29|40951.20|85409.53|21854.64|107264.17|83061.94|18747.78|101809.72|80127.45|18330.88|98458.33|82884.52|19847.46|102731.98|80342.47|19051.50|99393.97|20279.93|1524.09|21804.02|16260.76|1106.03|17366.79|12748.32|809.20|13557.52|10200.04|597.51|10797.55|8738.53|473.32|9211.85|7898.21|398.39|8296.60|7397.26|361.97|7759.23|7281.13|345.51|7626.64|7230.50|335.05|7565.55|7223.47|332.67|7556.14|
25/09/18|00:18:37|827519016|2065016005|145065113884|99.43|91883608|344055085|1807070406|94.94|137661185696|741257794|347951535|23416196252|263969888|148324607|88142245|202293324|19106619|0|0|0|0|0|0|0|0|0|0|715148.69|123527.23|1057|3414|2246566|5158797|264376277928|0|0|4654|29622696|35253840|179265322|149468824|580897997|41|751932593|558|579|P-2|206|256|50484102|250475|201.55|3:53|1023947|361381|49117|4.80|L-3|133|256|2342635283|100533408|507826|23.3|198.0|OLDRSAM|2342631710|202587645044|315000|2726|21710839808|3805976|1494522|0|645|43|12|396079|0|1534036654|1867552448|1|38|100000|0|51780.45|8690.78|60471.23|34926.15|6043.52|40969.67|85428.13|21860.75|107288.88|83076.72|18751.19|101827.91|80148.10|18338.99|98487.09|82899.86|19852.87|102752.73|80356.92|19055.90|99412.82|20296.01|1525.04|21821.05|16273.44|1106.78|17380.22|12757.87|809.73|13567.60|10207.12|597.81|10804.93|8743.40|473.59|9216.99|7900.84|398.54|8299.38|7400.45|362.13|7762.58|7283.35|345.62|7628.97|7232.59|335.16|7567.75|7225.52|332.78|7558.30|
25/09/18|00:19:32|828173045|2066405248|145115779531|99.43|91898897|344117743|1807335614|94.94|137712243026|741325157|347986871|23425249412|264008357|148348881|88152806|202333065|19106662|0|0|0|0|0|0|0|0|0|0|715366.98|123565.73|1057|3414|2247201|5160130|264446244726|0|0|4654|29625446|35260550|179474004|149516395|581320813|41|752530013|558|575|P-1|90|256|50498728|250534|201.56|3:53|1023947|377031|64651|6.31|L-2|93|256|2343017262|100550613|507907|23.3|198.0|OLDRSAM|2343013689|202622457120|315000|789|21710839808|3808277|1492221|1|643|43|12|396094|0|1534368724|1868026252|1|49|100000|0|51797.12|8694.34|60491.46|34940.97|6046.58|40987.55|85446.76|21866.80|107313.56|83092.39|18754.90|101847.29|80167.89|18346.43|98514.32|82915.32|19858.33|102773.65|80372.31|19060.40|99432.71|20312.41|1525.96|21838.37|16285.81|1107.55|17393.36|12768.17|810.23|13578.40|10213.63|598.21|10811.84|8748.78|473.85|9222.63|7904.34|398.76|8303.10|7403.05|362.27|7765.32|7286.18|345.73|7631.91|7234.71|335.27|7569.98|7229.28|332.89|7562.17|
25/09/18|00:20:28|828611143|2067316546|145158901965|99.43|91915888|344189163|1807697971|94.94|137754479186|741414040|348032600|23432728703|264062414|148374111|88166470|202377044|19106689|0|0|0|0|0|0|0|0|0|0|715551.68|123598.73|1057|3414|2247741|5162359|264510341504|0|0|4654|29628705|35268619|179542107|149527914|581690849|41|752914339|558|606|P-2|158|256|50514390|250597|201.58|3:53|1023947|391669|79357|7.75|L-3|148|256|2343514201|100572724|508018|23.3|198.0|OLDRSAM|2343510628|202666296108|315000|2810|21710839808|3810557|1489941|1|644|43|9|396111|0|1534718363|1868488559|1|56|100000|0|51812.27|8696.97|60509.24|34953.16|6048.85|41002.01|85464.94|21871.87|107336.81|83106.26|18757.95|101864.21|80190.47|18353.47|98543.94|82933.12|19864.17|102797.29|80386.80|19063.85|99450.65|20323.96|1526.58|21850.54|16295.41|1108.02|17403.43|12774.88|810.55|13585.43|10218.13|598.42|10816.55|8752.50|474.02|9226.52|7907.58|398.86|8306.44|7404.82|362.33|7767.15|7288.50|345.81|7634.31|7235.93|335.34|7571.27|7230.98|332.95|7563.93|
25/09/18|00:21:24|828988566|2068151015|145188070783|99.43|91934003|344266754|1808052253|94.94|137782449298|741491460|348093807|23439201662|264115167|148404406|88179034|202425590|19106710|0|0|0|0|0|0|0|0|0|0|715700.16|123624.89|1058|3417|2248460|5164445|264551452959|0|0|4662|29631783|35277122|179542257|149527957|582024497|41|753248034|558|594|P-2|8|256|50534105|250678|201.59|3:53|1023947|412152|16920|1.65|L-1|25|256|2344013099|100594498|508136|23.3|198.0|OLDRSAM|2344009525|202710712164|315000|4374|21710839808|3812450|1488048|0|643|43|8|396127|0|1535091217|1868869667|1|36|100000|0|51825.43|8699.11|60524.54|34961.58|6050.22|41011.80|85485.50|21877.19|107362.69|83119.93|18760.77|101880.70|80205.82|18357.26|98563.08|82950.57|19870.13|102820.70|80401.18|19067.43|99468.61|20328.81|1526.87|21855.68|16301.05|1108.18|17409.23|12776.92|810.65|13587.57|10220.46|598.52|10818.98|8754.50|474.08|9228.58|7909.23|398.91|8308.14|7407.34|362.38|7769.72|7289.39|345.86|7635.25|7237.82|335.39|7573.21|7232.44|332.99|7565.43|
